Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
2021-01-04,2021-01-04,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade guard steak knife,11,1,9.09%,$0.61 ,$0.61 ,$25.98 ,2.35%,42.59,1,2,100.00%,2,0,$25.98 ,$0.00 
2020-12-20,2020-12-21,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade guards for kitchen knives,9,2,22.22%,$0.69 ,$1.38 ,$0.00 ,,0,0,0,0.00%,0,0,$0.00 ,$0.00 
2020-12-21,2020-12-21,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade safe knife guards,109,2,1.83%,$0.55 ,$1.10 ,$0.00 ,,0,0,0,0.00%,0,0,$0.00 ,$0.00 
2020-12-23,2021-01-08,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chef knife blade guard,481,8,1.66%,$0.44 ,$3.48 ,$0.00 ,,0,0,0,0.00%,0,0,$0.00 ,$0.00 
2021-01-08,2021-01-08,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chef knife blade guard nos large,4,1,25.00%,$0.56 ,$0.56 ,$14.99 ,3.74%,26.77,1,1,100.00%,0,1,$0.00 ,$14.99 
2021-01-13,2021-01-13,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chef knife guard 13 in pointed blade,8,1,12.50%,$0.94 ,$0.94 ,$0.00 ,,0,0,0,0.00%,0,0,$0.00 ,$0.00 
2020-12-21,2020-12-28,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chefs knife blade guard,141,5,3.55%,$0.45 ,$2.26 ,$12.99 ,17.40%,5.75,1,1,20.00%,1,0,$12.99 ,$0.00 
2020-12-26,2021-01-10,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,kitchen knife blade guard,24,2,8.33%,$0.52 ,$1.04 ,$0.00 ,,0,0,0,0.00%,0,0,$0.00 ,$0.00 
2020-12-23,2020-12-23,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,kitchen knife guards or blade covers,22,1,4.55%,$0.65 ,$0.65 ,$0.00 ,,0,0,0,0.00%,0,0,$0.00 ,$0.00 
2020-12-21,2021-01-13,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard,913,4,0.44%,$0.48 ,$1.92 ,$12.99 ,14.78%,6.77,1,1,25.00%,0,1,$0.00 ,$12.99 
2021-01-01,2021-01-01,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard 4.5 inch,7,1,14.29%,$0.83 ,$0.83 ,$12.99 ,6.39%,15.65,1,1,100.00%,1,0,$12.99 ,$0.00 
2021-01-01,2021-01-01,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard 6 inch,8,1,12.50%,$0.54 ,$0.54 ,$9.99 ,5.41%,18.5,1,1,100.00%,0,1,$0.00 ,$9.99 
2020-12-22,2021-01-10,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard set,239,3,1.26%,$0.49 ,$1.46 ,$0.00 ,,0,0,0,0.00%,0,0,$0.00 ,$0.00 
2020-12-24,2021-01-10,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guards,406,3,0.74%,$0.31 ,$0.93 ,$0.00 ,,0,0,0,0.00%,0,0,$0.00 ,$0.00 
2021-01-01,2021-01-01,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,kyocera ceramic knife blade guard,3,1,33.33%,$0.65 ,$0.65 ,$12.99 ,5.00%,19.98,1,1,100.00%,1,0,$12.99 ,$0.00 
2020-12-24,2020-12-24,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,paring knife blade guard,4,1,25.00%,$0.51 ,$0.51 ,$3.50 ,14.57%,6.86,1,1,100.00%,0,1,$0.00 ,$3.50 
2020-12-23,2020-12-23,Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,wusthof knife blade guard,2,1,50.00%,$0.53 ,$0.53 ,$0.00 ,,0,0,0,0.00%,0,0,$0.00 ,$0.00 
