Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Jan 08, 2021","Jan 08, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,filet knife protector,2,1,50.0000%,$0.52,$0.52,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 23, 2020","Jan 05, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,kitchen knife protector,62,2,3.2258%,$0.32,$0.63,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 31, 2020","Jan 12, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife edge protector,20,2,10.0000%,$0.44,$0.88,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 22, 2020","Dec 30, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife protector,140,2,1.4286%,$0.43,$0.85,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 15, 2021","Jan 15, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife protector 5.5 inch,8,1,12.5000%,$0.38,$0.38,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 27, 2020","Dec 27, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife protector for hands,1,1,100.0000%,$0.48,$0.48,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 21, 2020","Dec 21, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife protector hinged,6,1,16.6667%,$0.80,$0.80,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 01, 2021","Jan 10, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,knife protectors,212,4,1.8868%,$0.39,$1.56,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 07, 2021","Jan 09, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,steak knife protector,20,3,15.0000%,$0.52,$1.57,$59.96,2.6184%,38.19,2,4,66.6667%,1,3,$29.99,$29.97
"Dec 22, 2020","Dec 22, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,victorinox knife protector,2,1,50.0000%,$0.46,$0.46,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 21, 2020","Dec 21, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector,BROAD,wooden knife protector,4,1,25.0000%,$0.41,$0.41,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 11, 2021","Jan 11, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,blade cover for victorinox knife,6,1,16.6667%,$0.56,$0.56,$12.99,4.3110%,23.20,1,1,100.0000%,1,0,$12.99,$0.00
"Jan 03, 2021","Jan 03, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,henckels knife blade cover,1,1,100.0000%,$0.47,$0.47,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 09, 2021","Jan 13, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,knife blade cover,49,6,12.2449%,$0.49,$2.94,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 26, 2020","Jan 04, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,knife blade covers,24,2,8.3333%,$0.41,$0.81,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 04, 2021","Jan 04, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade cover,BROAD,paring knife blade cover,4,1,25.0000%,$0.52,$0.52,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 02, 2021","Jan 02, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guards kitchen knives,BROAD,kitchen knife blade guard,40,1,2.5000%,$0.44,$0.44,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 22, 2020","Jan 02, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guards kitchen knives,BROAD,kitchen knife blade guards,70,2,2.8571%,$0.41,$0.82,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 23, 2020","Dec 23, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guards kitchen knives,BROAD,kitchen knife guards or blade covers,2,1,50.0000%,$0.40,$0.40,$19.49,2.0523%,48.73,1,1,100.0000%,0,1,$0.00,$19.49
"Dec 22, 2020","Dec 22, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector sleeve,BROAD,4” plastic knife protector sleeve,6,1,16.6667%,$0.47,$0.47,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 03, 2021","Jan 06, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector sleeve,BROAD,kitchen knife protector sleeve,215,3,1.3953%,$0.47,$1.40,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 30, 2020","Jan 14, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector sleeve,BROAD,knife protector sleeve,362,5,1.3812%,$0.45,$2.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 13, 2021","Jan 13, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife protector sleeve,BROAD,knife protector sleeve cutco,25,1,4.0000%,$0.58,$0.58,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 17, 2020","Dec 17, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,3 inch blade guard,3,1,33.3333%,$0.51,$0.51,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 31, 2020","Dec 31, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,6in blade guard,14,1,7.1429%,$0.34,$0.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 30, 2020","Jan 07, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,blade guard,89,3,3.3708%,$0.50,$1.49,$12.99,11.4704%,8.72,1,1,33.3333%,1,0,$12.99,$0.00
"Dec 31, 2020","Dec 31, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,blade guard 6 inch,22,1,4.5455%,$0.41,$0.41,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 22, 2020","Dec 22, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,kyocera blade guard 5 inches,3,1,33.3333%,$0.46,$0.46,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 27, 2020","Dec 27, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,mercer blade guard,47,1,2.1277%,$0.35,$0.35,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 30, 2020","Dec 30, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,nosh blade guard,10,1,10.0000%,$0.49,$0.49,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 20, 2020","Dec 23, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,victorinox blade guard,33,2,6.0606%,$0.63,$1.25,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 03, 2021","Jan 05, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,wusthof blade guard,165,2,1.2121%,$0.31,$0.62,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 13, 2021","Jan 13, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,wusthof blade guards,19,1,5.2632%,$0.33,$0.33,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 30, 2020","Dec 30, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,blade guard,BROAD,zwilling blade guard,7,1,14.2857%,$0.38,$0.38,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 30, 2020","Jan 06, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,butcher knife sleeves   guards,450,3,0.6667%,$0.73,$2.18,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 26, 2020","Jan 09, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,chef knife sleeves   guards,447,3,0.6711%,$0.59,$1.76,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 13, 2021","Jan 15, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,knife guards & sleeves,128,2,1.5625%,$0.67,$1.34,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 21, 2020","Jan 11, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,knife sleeves   guards,964,10,1.0373%,$0.71,$7.14,$19.99,35.7179%,2.80,2,3,20.0000%,0,3,$0.00,$19.99
"Dec 17, 2020","Jan 14, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,knife sleeves & guards,973,9,0.9250%,$0.65,$5.85,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 07, 2021","Jan 07, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,knife sleeves & guards 10 inch,9,1,11.1111%,$0.60,$0.60,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 12, 2021","Jan 12, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,knife sleeves & guards 8 inch,11,1,9.0909%,$0.76,$0.76,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 15, 2021","Jan 15, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,knife sleeves & guards for tomato slicer,2,1,50.0000%,$0.86,$0.86,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 10, 2021","Jan 10, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,large knife sleeves & guards,4,1,25.0000%,$1.01,$1.01,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 02, 2021","Jan 02, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife sleeves guards,BROAD,wusthof knife sleeves & guards 5 inch,2,1,50.0000%,$0.58,$0.58,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 31, 2020","Dec 31, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,bread knife covers or sleeves,7,1,14.2857%,$0.73,$0.73,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 06, 2021","Jan 06, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,cutco knife covers or sleeves,4,2,50.0000%,$0.32,$0.64,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 20, 2020","Jan 15, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,knife covers or sleeves,6849,47,0.6862%,$0.52,$24.44,$72.96,33.4978%,2.99,4,4,8.5106%,1,3,$29.99,$42.97
"Dec 22, 2020","Dec 22, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,knife covers or sleeves 12 inch,2,1,50.0000%,$0.94,$0.94,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 27, 2020","Dec 27, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife covers sleeves,BROAD,steak knife covers or sleeves,7,1,14.2857%,$0.52,$0.52,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 29, 2020","Dec 29, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,8.5 inch knife blade guard,2,1,50.0000%,$0.62,$0.62,$12.99,4.7729%,20.95,1,1,100.0000%,1,0,$12.99,$0.00
"Jan 02, 2021","Jan 02, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade guard paring knife,5,1,20.0000%,$0.60,$0.60,$12.99,4.6189%,21.65,1,1,100.0000%,1,0,$12.99,$0.00
"Jan 04, 2021","Jan 04, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade guard steak knife,11,1,9.0909%,$0.61,$0.61,$25.98,2.3480%,42.59,1,2,100.0000%,2,0,$25.98,$0.00
"Dec 20, 2020","Dec 21, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade guards for kitchen knives,9,2,22.2222%,$0.69,$1.38,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 21, 2020","Dec 21, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,blade safe knife guards,109,2,1.8349%,$0.55,$1.10,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 23, 2020","Jan 08, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chef knife blade guard,481,8,1.6632%,$0.44,$3.48,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 08, 2021","Jan 08, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chef knife blade guard nos large,4,1,25.0000%,$0.56,$0.56,$14.99,3.7358%,26.77,1,1,100.0000%,0,1,$0.00,$14.99
"Jan 13, 2021","Jan 13, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chef knife guard 13 in pointed blade,8,1,12.5000%,$0.94,$0.94,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 21, 2020","Dec 28, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,chefs knife blade guard,141,5,3.5461%,$0.45,$2.26,$12.99,17.3980%,5.75,1,1,20.0000%,1,0,$12.99,$0.00
"Dec 26, 2020","Jan 10, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,kitchen knife blade guard,24,2,8.3333%,$0.52,$1.04,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 23, 2020","Dec 23, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,kitchen knife guards or blade covers,22,1,4.5455%,$0.65,$0.65,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 21, 2020","Jan 13, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard,913,4,0.4381%,$0.48,$1.92,$12.99,14.7806%,6.77,1,1,25.0000%,0,1,$0.00,$12.99
"Jan 01, 2021","Jan 01, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard 4.5 inch,7,1,14.2857%,$0.83,$0.83,$12.99,6.3895%,15.65,1,1,100.0000%,1,0,$12.99,$0.00
"Jan 01, 2021","Jan 01, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard 6 inch,8,1,12.5000%,$0.54,$0.54,$9.99,5.4054%,18.50,1,1,100.0000%,0,1,$0.00,$9.99
"Dec 22, 2020","Jan 10, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guard set,239,3,1.2552%,$0.49,$1.46,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 24, 2020","Jan 10, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,knife blade guards,406,3,0.7389%,$0.31,$0.93,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Jan 01, 2021","Jan 01, 2021",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,kyocera ceramic knife blade guard,3,1,33.3333%,$0.65,$0.65,$12.99,5.0038%,19.98,1,1,100.0000%,1,0,$12.99,$0.00
"Dec 24, 2020","Dec 24, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,paring knife blade guard,4,1,25.0000%,$0.51,$0.51,$3.50,14.5714%,6.86,1,1,100.0000%,0,1,$0.00,$3.50
"Dec 23, 2020","Dec 23, 2020",Not grouped,USD,Advertise Catalog_ONB 10-23-2019 21ea,nosh - Kitchen,knife blade guard,BROAD,wusthof knife blade guard,2,1,50.0000%,$0.53,$0.53,$0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
